concepts,phrases,cosine similarity
urgent,urgent need,0.8872658610343933
urgent,urgent one,0.8482664227485657
urgent,urgent action,0.800345778465271
urgent,urgent 24hr,0.7773257493972778
urgent,urgent case,0.7624630928039551
urgent,urgent 2ww,0.7597602605819702
urgent,urgent urge,0.759372353553772
urgent,urgent phone,0.690727949142456
urgent,urgent center,0.6890724897384644
quick,quick post,0.7418123483657837
quick,quick time,0.7320070266723633
quick,quick bit,0.7166770696640015
quick,quick response,0.6900887489318848
quick,quick question,0.6900137662887573
quick,quick look,0.6698112487792969
quick,quick run,0.6469627618789673
quick,quick stop,0.6332849264144897
quick,quick heart,0.5971344709396362
subutex,subutex for a total,0.774986743927002
subutex,mg subutex,0.7563318014144897
subutex,subutex at 4mg,0.7488388419151306
subutex,subutex after a year,0.7415968179702759
subutex,mg of subutex,0.6775608658790588
subutex,subutex after a year long codeine,0.5492134094238281
subutex,subutex after a year long codeine addiction,0.5258667469024658
night,night tonight,0.8648353815078735
night,night at home,0.8543353080749512
night,night for instance,0.8334517478942871
night,night on occasion,0.8227584362030029
night,night yesterday,0.8215655088424683
night,night for hours,0.8178943395614624
night,night dose last night,0.8146735429763794
night,night help,0.8134709000587463
night,night last night,0.8131675720214844
heart,heart heart,0.918108344078064
heart,heart stuff,0.7995976805686951
heart,anmy heart,0.7601380348205566
heart,other heart,0.758243203163147
heart,heart work,0.7532633543014526
heart,ones heart,0.7453293204307556
heart,plenty of heart,0.7336318492889404
heart,stronger heart,0.7279375791549683
heart,heart sensation,0.7267716526985168
advil,advil gel,0.9054385423660278
advil,advil for the pain,0.8849372863769531
advil,advil muscle,0.8172891736030579
advil,advil gel caps,0.7931715250015259
advil,advil for immflamation,0.7607790231704712
advil,advil muscle cream,0.7553383111953735
advil,advil after cocaine use,0.68373703956604
use of,use of the device,0.5671820044517517
use of,use of preparation,0.421438992023468
use of,use of a stick,0.3659776747226715
use of,use of these meds,0.31313657760620117
use of,use of a theragun,0.29690948128700256
use of,use of vitamin,0.2780876159667969
use of,use of aza,0.2694903016090393
use of,use of dryers,0.2579611539840698
use of,use of caci,0.24509339034557343
legs,legs feet,0.8662552833557129
legs,legs arms,0.8455495238304138
legs,legs during physical activity,0.7604097723960876
legs,legs on the table,0.7401555776596069
legs,physio legs,0.739942193031311
legs,legs over the edge,0.7348716259002686
legs,legs ankles,0.7218019962310791
legs,legs arms over all body,0.6961015462875366
legs,legs at night,0.6807677745819092
pos,rh pos,0.7621808648109436
pos,pos forum,0.7146138548851013
pos,cushies pos forum,0.4949817359447479
pos,pos forum vs nego,0.47808706760406494
pos,pos forum vs nego fb,0.3925912082195282
pos,cushies pos forum vs nego,0.375603049993515
pos,cushies pos forum vs nego fb,0.317685067653656
diagnosis,proper diagnosis,0.9310657978057861
diagnosis,diagnosis in the first place,0.9083742499351501
diagnosis,promising diagnosis,0.8799926042556763
diagnosis,suprising diagnosis,0.876819908618927
diagnosis,diagnosis by doctors,0.8647880554199219
diagnosis,diagnosis on wednesday,0.8625979423522949
diagnosis,other diagnosis,0.85653156042099
diagnosis,meaningful diagnosis,0.8530125021934509
diagnosis,diagnosis advice,0.8507895469665527
klonopin,klonopin for way,0.8777391314506531
klonopin,klonopin in morning,0.7800321578979492
klonopin,klonopin dosage,0.7501274347305298
klonopin,mg of klonopin,0.741102397441864
smelling,foul smelling,0.8099497556686401
smelling,smelling of cigarette,0.7091244459152222
smelling,smelling stool,0.675657331943512
smelling,smelling cigarette smoke,0.666785478591919
smelling,fatty foul smelling,0.6597899794578552
smelling,smelling of cigarette smoke,0.6409648060798645
smelling,smelling stool with undigested foods,0.46244949102401733
drug use,drug use hypothyroidism,0.39491763710975647
years,years time,0.8224905729293823
years,years in total,0.775932252407074
years,years im,0.7736793160438538
years,years iv,0.7699366211891174
years,years in case,0.7551846504211426
years,years for gods sake,0.7525374889373779
years,years of living,0.7420987486839294
years,years in a few weeks,0.7417302131652832
years,years without explanation,0.736958920955658
pseudo,pseudo acro,0.664127767086029
pseudo,pseudo cushings,0.4921274781227112
pseudo,pseudo acro patients,0.44569969177246094
pseudo,pseudo cushings diagnosis,0.3981713056564331
naltrexone,naltrexone tablets,0.8819135427474976
naltrexone,stash of naltrexone,0.7892167568206787
naltrexone,naltrexone from uk gp,0.7779881954193115
volume,tv volume,0.730027437210083
volume,volume of the sample,0.6967803239822388
volume,volume of work,0.6182126998901367
volume,ufc volume,0.4806128144264221
values,values in the liver,0.5032893419265747
days,days days,0.904901921749115
days,days time,0.8725509643554688
days,days in fact,0.8167915940284729
days,days at a time,0.8084075450897217
days,days for a week,0.8052435517311096
days,days to a week,0.7976119518280029
days,days in total,0.788541316986084
days,days other days,0.7885096073150635
days,💯 days,0.7813702821731567
topical,topical treatments,0.6996913552284241
topical,topical ointments,0.6868695020675659
topical,topical creams,0.663131833076477
topical,topical wash,0.6152876615524292
topical,topical steroid,0.6140806674957275
topical,topical gels,0.5822669267654419
topical,powerful topical steroid,0.5719984173774719
topical,topical antibiotic,0.537939727306366
topical,topical steroid cream,0.5346263647079468
anxiety,other anxiety,0.8877534866333008
anxiety,anxiety of sorts,0.8811357021331787
anxiety,strange anxiety,0.874821662902832
anxiety,anxiety issue,0.8639919757843018
anxiety,anxiety issues,0.8602076768875122
anxiety,anxiety feelings,0.8573662042617798
anxiety,anxiety in life,0.8480311632156372
anxiety,anxiety i've,0.8365429043769836
anxiety,alot of anxiety,0.8265857696533203
red,red n,0.8388007283210754
red,red inside,0.7664648294448853
red,red on the top,0.7536718845367432
red,red in the evening,0.7486518025398254
red,red mark,0.7320613861083984
red,red raw,0.7262759804725647
red,red skin,0.7167874574661255
red,red bum,0.7152891159057617
red,tinges of red,0.7117327451705933
face,face head,0.8095849752426147
face,face to face,0.7615171670913696
face,face bout,0.7478049993515015
face,face tongue,0.7405925989151001
face,face neck,0.7398066520690918
face,face to faces,0.7336866855621338
face,face post,0.7189489006996155
face,face for the rest,0.717439591884613
face,face bc,0.7161699533462524
health,health ie,0.8225987553596497
health,health for the most part,0.8165552616119385
health,health things,0.7968505620956421
health,health stuff,0.7902383804321289
health,health work,0.7873061895370483
health,other health,0.767822265625
health,health for a while,0.7629901766777039
health,health in the future,0.7598528861999512
health,health ones,0.7544430494308472
user,user post,0.7390049695968628
cough,damn cough,0.8141241073608398
cough,cough for years,0.7920981049537659
cough,cough for months,0.7271907329559326
cough,cough for a year,0.7154468894004822
cough,strange cough,0.7124257683753967
cough,cough probs,0.6899716854095459
cough,annoying cough,0.6747246980667114
cough,dreadful cough,0.6721706390380859
cough,horrible cough,0.6572415828704834
help,thatll help,0.6797106266021729
help,help hellp,0.6539137363433838
help,help regards,0.633682131767273
help,op help,0.629409670829773
help,tremendous help,0.5914202928543091
help,crazy help,0.5856113433837891
help,help for a few hours,0.5852565765380859
help,help on this matter,0.5737658143043518
help,help in advance,0.569491446018219
school,school at the moment,0.8100720047950745
school,school in addition,0.7865146994590759
school,school work,0.7584682106971741
school,school for a while,0.7366861701011658
school,school to college,0.7239011526107788
school,school year,0.7011510133743286
school,school everyday,0.6978765726089478
school,school boyfriend,0.6676028370857239
school,school subjects,0.6621195673942566
assessment,assessment report,0.8137831687927246
assessment,assessment team,0.804490864276886
assessment,assessment unit,0.7996090650558472
assessment,assessment at home,0.7870957255363464
assessment,assessment centre,0.7630879878997803
assessment,assessment next week,0.7074921131134033
assessment,assessment for a treatment,0.663750410079956
assessment,assessment for a treatment centre,0.5951268672943115
assessment,assessment for autism,0.5532287359237671
urine sample,urine sample pot,0.8475227952003479
quality of life,quality of life n,0.9198471307754517
quality of life,quality of life at this point,0.9071129560470581
quality of life,quality of life at moment,0.8891406059265137
quality of life,quality of life others,0.8843907117843628
over,over- thinker,0.5140978693962097
over,way over the past month,0.4502464830875397
over,victory over heart,0.43884867429733276
over,ones over many years,0.38968151807785034
over,anything over a year,0.38296493887901306
over,gp over the next few months,0.3677474558353424
over,mg over tye course,0.3627934157848358
over,mg over the phone,0.3391374945640564
over,posts over the past couple,0.3305593729019165
mental,mental thing,0.7908370494842529
mental,mental work,0.7754805088043213
mental,mental side,0.7658717632293701
mental,mental help,0.7651011943817139
mental,mental v,0.7459085583686829
mental,mental issue,0.7373858690261841
mental,mental attitude,0.6986639499664307
mental,mental issues,0.6957076787948608
mental,mental pressure,0.693102240562439
pain,pain pain,0.9091677069664001
pain,pain feeling,0.8665056228637695
pain,n pain,0.823046088218689
pain,other pain,0.8085446953773499
pain,pain at the time,0.8084673881530762
pain,pain in addition,0.8007317781448364
pain,pain at times,0.799606442451477
pain,pain x,0.7963991761207581
pain,pain in a lot,0.794677734375
collar bone,collar bone neck,0.8918150067329407
collar bone,collar bone area,0.8436015844345093
bone,bone on bone,0.8839046955108643
bone,bone to bone,0.8542094230651855
bone,bone mineral,0.7971076965332031
bone,6th bone,0.7924917936325073
bone,funny bone,0.7715478539466858
bone,remain bone,0.7662101984024048
bone,bone neck,0.7658639550209045
bone,pointy bone,0.764978289604187
bone,bone problem,0.755573570728302
best,best man,0.6947839856147766
best,best shot,0.6745727062225342
best,best mate,0.6731898784637451
best,best xx,0.649371862411499
best,best thing,0.6467658281326294
best,best part,0.6170123815536499
best,best choice,0.6139757633209229
best,best outcome,0.6067750453948975
best,best things,0.6064664125442505
testing,proper testing,0.8469139337539673
testing,testing of any sort,0.8077586889266968
testing,endless testing,0.7395778894424438
testing,testing hospital,0.6492536067962646
testing,testing x-,0.6109315156936646
testing,neurocognative testing,0.5641817450523376
testing,testing for dementia,0.5629911422729492
testing,testing for hla,0.4929538369178772
testing,testing ringer,0.48215410113334656
facial,facial medication,0.7132103443145752
facial,facial movements,0.6584979891777039
facial,facial tension,0.6578875184059143
facial,facial wash,0.6446396112442017
facial,facial moisturizer,0.6405938863754272
facial,facial scan,0.6379532217979431
facial,facial pressure,0.6251938939094543
facial,facial tingling,0.5450165271759033
facial,facial tension week,0.5432249307632446
pituitary adenoma,pituitary adenoma removal,0.872430682182312
pituitary adenoma,pituitary adenoma removal surgery,0.821495771408081
pituitary adenoma,pituitary adenoma removal surgery for cushing,0.738113284111023
pituitary adenoma,pituitary adenoma removal surgery for cushing disease,0.737396240234375
adenoma,mm adenoma,0.8469221591949463
adenoma,cm adenoma,0.7957344651222229
adenoma,adenoma removal surgery,0.7201365232467651
adenoma,adenoma removal surgery for cushing,0.5284351110458374
adenoma,adenoma removal surgery for cushing disease,0.5130448937416077
removal,removal practice,0.8020172119140625
removal,removal of part,0.7560948729515076
removal,removal tool,0.734320878982544
removal,removal of a part,0.7281426191329956
removal,removal of the patch,0.6292823553085327
removal,removal in toe,0.6284905672073364
removal,removal of the poly,0.6155556440353394
removal,buion removal,0.613982617855072
removal,removal of pin,0.5867644548416138
surgery,surgery at the time,0.8438903093338013
surgery,surgery 😃,0.8265990614891052
surgery,weird surgery,0.8107210993766785
surgery,such surgery,0.8099308609962463
surgery,surgery of a few years,0.7919228672981262
surgery,surgery post,0.7859759330749512
surgery,surgery options,0.7828657031059265
surgery,brutal surgery,0.7824259996414185
surgery,surgery type,0.781363844871521
heroin,heroin user,0.7896186113357544
heroin,heroin for the last 7yrs,0.7493293881416321
heroin,engines heroin,0.729172945022583
heroin,heroin since march,0.7289987802505493
heroin,heroin july,0.7007474899291992
heroin addict,heroin addict,1.0
peri,peri anal,0.7412553429603577
peri,peri warriors,0.7334802150726318
peri,peri symptoms,0.6791477203369141
peri,peri anal abscess,0.5415722131729126
peri,peri-clitoral cyst,0.4664830267429352
wellness,wellness exam,0.7202719449996948
physical symptoms,physical symptoms,1.0000001192092896
physical symptoms,physical symptoms from physiological issues,0.8210508227348328
physical symptoms,weird physical symptoms,0.8155626058578491
physical symptoms,physical symptoms of cushings,0.6558178663253784
physical symptoms,physical symptoms of withdrawal,0.6458455920219421
physical symptoms,physical symptoms of a milder panick,0.5278313159942627
physical symptoms,physical symptoms of a milder panick attack,0.5163631439208984
pituitary gland,pituitary gland controls,0.8630768656730652
pituitary gland,pituitary gland issue,0.8512349128723145
pituitary gland,pituitary gland last year,0.8390670418739319
pituitary gland,pituitary gland controls prolactin,0.713586688041687
pituitary gland,macroadenoma of the pituitary gland,0.700875997543335
pituitary gland removal,pituitary gland removal surgery,0.9536005854606628
pituitary gland removal,pituitary gland removal surgery for cushing,0.8216559886932373
pituitary gland removal,pituitary gland removal surgery for cushing disease,0.8118324279785156
gland,gland image,0.8395065069198608
gland,gland result,0.792877733707428
gland,gland issue,0.7750047445297241
gland,gland controls,0.7657642364501953
gland,gland function,0.7618887424468994
gland,pituary gland,0.7315292358398438
gland,pituatory gland,0.7296153903007507
gland,gland dysfunction,0.7285765409469604
gland,gland last year,0.728137731552124
with,way with plenty,0.5102026462554932
with,answers with this one,0.47815775871276855
with,way with plenty courage,0.4432397484779358
with,b with an itch,0.3870867192745209
with,er with a heart,0.38706979155540466
with,myotimy with a dor,0.37340402603149414
with,af with the hope,0.3713436722755432
with,way with propanolol,0.3510066270828247
with,bo with interest,0.3476232588291168
meth,meth addict,0.8566375970840454
meth,meth lorazepam,0.7489746809005737
meth,meth lorazepam viagra,0.5858069062232971
meth,meth lorazepam viagra hydrocodon,0.5394546985626221
meth,meth lorazepam viagra hydrocodon klonopin,0.49305784702301025
cortisol,am cortisol,0.9242618083953857
cortisol,cortisol issue,0.8876606225967407
cortisol,cortisol results,0.8861294984817505
cortisol,cortisol issues,0.878117561340332
cortisol,weird cortisol,0.8711116313934326
cortisol,cortisol cycle,0.8473612666130066
cortisol,cortisol 5x,0.8231837153434753
cortisol,cortisol saliva,0.8087165355682373
cortisol,cortisol blood levels,0.8057646155357361
blood test,blood test ie,0.8881162405014038
blood test,blood test by a lab,0.8327525854110718
blood test,other blood test,0.8320223689079285
blood test,results of the blood test,0.8019163608551025
blood test,blood test review,0.7985742688179016
blood test,blood test reports,0.7957270741462708
blood test,blood test of multiple things,0.7864843606948853
blood test,blood test for a life,0.7732734084129333
blood test,blood test for baby,0.7623225450515747
blood test results,blood test results by receptionists,0.7354231476783752
blood test results,pettyl42774 blood test results,0.6660264134407043
blood test results,pettyl42774 pettyl42774 blood test results,0.5873491168022156
test results,test results by receptionists,0.6218979358673096
test results,test results from the cerebrospinal fluid,0.29920893907546997
test results,test results from the cerebrospinal fluid analysis,0.2591378390789032
tests,tests results,0.8135550022125244
tests,kinds of tests,0.7940105199813843
tests,other tests,0.7900077700614929
tests,tests today,0.7882592678070068
tests,results of tests,0.7662172317504883
tests,tests from the beginning,0.7641130685806274
tests,tests at this point,0.7632193565368652
tests,tests in the past,0.7453422546386719
tests,necessary tests,0.7435500621795654
recent,recent thing,0.8834335207939148
recent,recent one,0.8724733591079712
recent,recent days,0.850531816482544
recent,recent weeks,0.8424096703529358
recent,recent years,0.8337645530700684
recent,recent x,0.827558159828186
recent,recent month,0.8180841207504272
recent,recent past,0.8178492784500122
